GISJOIN,STATEFP,PLACEFP,PLACENS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,PCINECTA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area
G31039135,31,39135,02399674,3139135,Pilger,Pilger village,47,C1,N,N,G4110,A,763991.00000000000,0.00000000000,+42.0074950,-097.0548758,4074.04665783000,763989.13072599994
G31039170,31,39170,02396221,3139170,Plainview,Plainview city,25,C5,N,N,G4110,A,2803017.00000000000,0.00000000000,+42.3533457,-097.7871449,10473.23376110000,2803016.66449999996
G31039695,31,39695,00838195,3139695,Ponca,Ponca city,25,C5,N,N,G4110,A,2002113.00000000000,0.00000000000,+42.5649528,-096.7091616,8821.45488892000,2002108.95090999990
G31040535,31,40535,02612513,3140535,Raeville,Raeville CDP,57,U1,N,N,G4210,S,128667.00000000000,0.00000000000,+41.8955820,-098.0536161,1441.82580716000,128666.63115000000
G31040675,31,40675,02396319,3140675,Randolph,Randolph city,25,C5,N,N,G4110,A,2468289.00000000000,0.00000000000,+42.3774991,-097.3578231,8152.82503571000,2468286.79330000002
G31041515,31,41515,02399087,3141515,Riverdale,Riverdale village,47,C1,N,N,G4110,A,683431.00000000000,0.00000000000,+40.7838865,-099.1604592,3735.55773042000,683428.42993200000
G31042075,31,42075,02399107,3142075,Rockville,Rockville village,47,C1,N,N,G4110,A,576146.00000000000,0.00000000000,+41.1184791,-098.8310760,4042.44779492000,576146.22853600001
G31042775,31,42775,02396454,3142775,Rushville,Rushville city,25,C5,N,N,G4110,A,2979337.00000000000,0.00000000000,+42.7133803,-102.4665627,10871.62440130000,2979334.22819000017
G31043265,31,43265,02396515,3143265,St. Paul,St. Paul city,25,C5,N,N,G4110,A,3210390.00000000000,0.00000000000,+41.2137095,-098.4594959,8430.64673823000,3210390.29318000004
G31043685,31,43685,02396538,3143685,Sargent,Sargent city,25,C1,N,N,G4110,A,2812144.00000000000,0.00000000000,+41.6398956,-099.3687227,9630.60624901000,2812144.93404000020
G31044280,31,44280,00838238,3144280,Scribner,Scribner city,25,C5,N,N,G4110,A,1686511.00000000000,37945.00000000000,+41.6652438,-096.6652727,5879.18654330000,1724462.15605999995
G31045190,31,45190,02399811,3145190,Sholes,Sholes village,47,C1,N,N,G4110,A,356250.00000000000,0.00000000000,+42.3348131,-097.2946194,2673.64330799000,356250.38225199998
G31045610,31,45610,02399835,3145610,Snyder,Snyder village,47,C1,N,N,G4110,A,1256747.00000000000,0.00000000000,+41.7045728,-096.7868351,5522.32898279000,1256751.20521000004
G31046275,31,46275,02399871,3146275,Spencer,Spencer village,47,C1,N,N,G4110,A,1548000.00000000000,1558.00000000000,+42.8755845,-098.6998784,7604.44075124000,1549561.11143000005
G31046800,31,46800,02395953,3146800,Stanton,Stanton city,25,C5,N,N,G4110,A,4503041.00000000000,1264.00000000000,+41.9480451,-097.2122755,15936.34339990000,4504308.10873000044
G31047500,31,47500,02399923,3147500,Stuart,Stuart village,47,C1,N,N,G4110,A,3539251.00000000000,0.00000000000,+42.6007875,-099.1404587,10664.42745230000,3539247.34539999999
G31047675,31,47675,02399932,3147675,Sumner,Sumner village,47,C1,N,N,G4110,A,764602.00000000000,0.00000000000,+40.9490242,-099.5080837,3794.56996087000,764604.68087100005
G31048515,31,48515,00838280,3148515,Tekamah,Tekamah city,25,C5,N,N,G4110,A,4072471.00000000000,40949.00000000000,+41.7778025,-096.2244981,13982.66066100000,4113414.97434000019
G31048900,31,48900,02399979,3148900,Thurston,Thurston village,47,C1,N,N,G4110,A,733804.00000000000,0.00000000000,+42.1747367,-096.7015999,3656.07757264000,733805.02782600001
G31048935,31,48935,00838282,3148935,Tilden,Tilden city,25,C5,N,N,G4110,A,2008591.00000000000,0.00000000000,+42.0434937,-097.8318085,6163.68298304000,2008594.55655999994
G31049950,31,49950,02397108,3149950,Valentine,Valentine city,25,C5,N,N,G4110,A,6824042.00000000000,28884.00000000000,+42.8755110,-100.5470667,24470.14968200000,6852928.37808000017
G31050335,31,50335,02400054,3150335,Verdel,Verdel village,47,C1,N,N,G4110,A,447095.00000000000,0.00000000000,+42.8113989,-098.1932956,2888.24643359000,447095.59873899998
G31050370,31,50370,02400055,3150370,Verdigre,Verdigre village,47,C1,N,N,G4110,A,1418147.00000000000,40097.00000000000,+42.5972459,-098.0355994,6039.11934406000,1458241.88327999995
G31051070,31,51070,02397168,3151070,Wakefield,Wakefield city,25,C1,N,N,G4110,A,2751613.00000000000,182706.00000000000,+42.2666512,-096.8629245,12414.64035910000,2934317.29367000004
G31051735,31,51735,02400110,3151735,Wausa,Wausa village,47,C1,N,N,G4110,A,1358250.00000000000,0.00000000000,+42.4978266,-097.5393046,6719.37090951000,1358246.20732999989
G31051840,31,51840,02397233,3151840,Wayne,Wayne city,25,C1,N,N,G4110,A,7282449.00000000000,114652.00000000000,+42.2383485,-097.0109200,25626.44435540000,7397095.51099000033
G31052575,31,52575,00838328,3152575,West Point,West Point city,25,C5,N,N,G4110,A,7354818.00000000000,31117.00000000000,+41.8377413,-096.7059178,18794.66803480000,7385938.29047000036
G31053345,31,53345,02399719,3153345,Winnetoon,Winnetoon village,47,C1,N,N,G4110,A,751747.00000000000,0.00000000000,+42.5135279,-097.9601341,3652.76756632000,751744.56489899999
G31053380,31,53380,02399720,3153380,Winside,Winside village,47,C1,N,N,G4110,A,675982.00000000000,0.00000000000,+42.1774437,-097.1753924,4525.57634366000,675979.76698199997
G31053415,31,53415,02399722,3153415,Winslow,Winslow village,47,C1,N,N,G4110,A,374301.00000000000,0.00000000000,+41.6101248,-096.5046951,2587.84868274000,374299.74551400001
G31053450,31,53450,00838335,3153450,Wisner,Wisner city,25,C5,N,N,G4110,A,3238817.00000000000,72206.00000000000,+41.9893868,-096.9143452,15767.13271910000,3311018.47899999982
G31053520,31,53520,02399726,3153520,Wolbach,Wolbach village,47,C1,N,N,G4110,A,1776734.00000000000,33510.00000000000,+41.4017279,-098.3901622,5566.05797369000,1810247.08132000011
G31053555,31,53555,02399730,3153555,Wood Lake,Wood Lake village,47,C1,N,N,G4110,A,821477.00000000000,25625.00000000000,+42.6383441,-100.2371221,4028.26433674000,847098.46938300005
G31053905,31,53905,02399747,3153905,Wynot,Wynot village,47,C1,N,N,G4110,A,475273.00000000000,0.00000000000,+42.7398014,-097.1697370,3317.57627249000,475274.91529400001
G38001420,38,01420,01035904,3801420,Alice,Alice city,25,C5,N,N,G4110,A,2523766.00000000000,0.00000000000,+46.7600456,-097.5562480,6356.06202106000,2523765.87100999989
G38001940,38,01940,01035908,3801940,Amenia,Amenia city,25,C5,N,N,G4110,A,3856514.00000000000,0.00000000000,+47.0064845,-097.2241043,8044.70368743000,3856515.45361000020
G38003300,38,03300,01035916,3803300,Arthur,Arthur city,25,C5,N,N,G4110,A,3962937.00000000000,0.00000000000,+47.1042676,-097.2183546,9185.67923047000,3962936.22135999985
G38003540,38,03540,01035917,3803540,Ashley,Ashley city,25,C5,N,N,G4110,A,1665391.00000000000,0.00000000000,+46.0347438,-099.3736771,6417.37226421000,1665388.95488999994
G38007620,38,07620,02584337,3807620,Blanchard,Blanchard CDP,57,U1,N,N,G4210,S,659913.00000000000,0.00000000000,+47.3430844,-097.2231241,4435.33494295000,659912.39779800002
G38012460,38,12460,01035956,3812460,Carson,Carson city,25,C5,N,N,G4110,A,10336645.00000000000,0.00000000000,+46.4223074,-101.5706178,12872.86377500000,10336629.29010000080
G38012700,38,12700,01035957,3812700,Casselton,Casselton city,25,C5,N,N,G4110,A,5058682.00000000000,76686.00000000000,+46.8970831,-097.2125908,21117.06342950000,5135368.72276999988
G38022140,38,22140,01036016,3822140,Edgeley,Edgeley city,25,C5,N,N,G4110,A,1931234.00000000000,0.00000000000,+46.3624734,-098.7126340,8121.65238168000,1931234.42925999989
G38023020,38,23020,01036020,3823020,Elgin,Elgin city,25,C5,N,N,G4110,A,2130324.00000000000,0.00000000000,+46.4014987,-101.8473733,8790.30531499000,2130327.03254000004
G38023220,38,23220,01036021,3823220,Ellendale,Ellendale city,25,C5,N,N,G4110,A,3670685.00000000000,0.00000000000,+46.0043543,-098.5253542,12565.23622220000,3670687.34623999987
G38024020,38,24020,02585498,3824020,Embden,Embden CDP,57,U1,N,N,G4210,S,1860144.00000000000,0.00000000000,+46.8050308,-097.4395063,6870.22046218000,1860147.35339999991
G38026660,38,26660,01036034,3826660,Flasher,Flasher city,25,C5,N,N,G4110,A,1653131.00000000000,24731.00000000000,+46.4520995,-101.2328605,6835.78384373000,1677862.68952000001
G38026980,38,26980,01036036,3826980,Forbes,Forbes city,25,C5,N,N,G4110,A,626992.00000000000,0.00000000000,+45.9425105,-098.7820189,3186.77323482000,626991.14318799996
G38028860,38,28860,01036048,3828860,Gackle,Gackle city,25,C5,N,N,G4110,A,1393355.00000000000,32581.00000000000,+46.6264041,-099.1414082,6076.00473174000,1425934.74252999993
G38034180,38,34180,01036071,3834180,Hague,Hague city,25,C5,N,N,G4110,A,680608.00000000000,0.00000000000,+46.0288913,-099.9991059,3442.25596730000,680608.65141100006
G38036700,38,36700,01036088,3836700,Hazelton,Hazelton city,25,C5,N,N,G4110,A,991944.00000000000,0.00000000000,+46.4857243,-100.2810886,4470.42442167000,991944.84606000001
G38036980,38,36980,02584346,3836980,Heil,Heil CDP,57,U1,N,N,G4210,S,519103.00000000000,0.00000000000,+46.3891941,-101.7011510,2908.22446254000,519102.60083800001
G38039460,38,39460,01036097,3839460,Hunter,Hunter city,25,C5,N,N,G4110,A,3869057.00000000000,33022.00000000000,+47.1901131,-097.2138110,9684.30714351000,3902076.16729999986
G38041180,38,41180,01036101,3841180,Jud,Jud city,25,C5,N,N,G4110,A,630210.00000000000,0.00000000000,+46.5257723,-098.8975516,3176.54442609000,630210.35388800001
G38041500,38,41500,01036103,3841500,Kathryn,Kathryn city,25,C5,N,N,G4110,A,1505758.00000000000,0.00000000000,+46.6811739,-097.9703581,6613.11526897000,1505756.46870000008
G38045860,38,45860,01036126,3845860,Leith,Leith city,25,C5,N,N,G4110,A,3202975.00000000000,40893.00000000000,+46.3649251,-101.6414153,7249.40515501000,3243872.70099999988
G38046980,38,46980,01036132,3846980,Linton,Linton city,25,C5,N,N,G4110,A,2013478.00000000000,0.00000000000,+46.2685115,-100.2336045,8524.48487509000,2013480.56889000000
G38047140,38,47140,01036134,3847140,Litchville,Litchville city,25,C5,N,N,G4110,A,5848971.00000000000,0.00000000000,+46.6565628,-098.1917015,9689.92931000000,5848972.68979000021
G38048460,38,48460,01036137,3848460,Ludden,Ludden city,25,C5,N,N,G4110,A,2067665.00000000000,10535.00000000000,+46.0079703,-098.1247939,6002.44901881000,2078200.52497999999
G38050780,38,50780,01036150,3850780,Marion,Marion city,25,C5,N,N,G4110,A,2169691.00000000000,432297.00000000000,+46.6112261,-098.3387062,6448.83969942000,2601992.49134000018
G38053820,38,53820,01036168,3853820,Monango,Monango city,25,C5,N,N,G4110,A,975966.00000000000,0.00000000000,+46.1734062,-098.5951753,4025.28651825000,975965.60053800000
G38054620,38,54620,01036171,3854620,Mott,Mott city,25,C5,N,N,G4110,A,2379233.00000000000,0.00000000000,+46.3744019,-102.3188973,11555.00223140000,2379229.35178000014
G38056180,38,56180,01036180,3856180,New England,New England city,25,C5,N,N,G4110,A,1275932.00000000000,0.00000000000,+46.5408174,-102.8669618,6173.79968801000,1275934.23188999994
G38056420,38,56420,01036181,3856420,New Leipzig,New Leipzig city,25,C5,N,N,G4110,A,2303955.00000000000,0.00000000000,+46.3757682,-101.9515985,6883.65170377000,2303956.37880000006
G38057180,38,57180,01036186,3857180,Nome,Nome city,25,C5,N,N,G4110,A,1073051.00000000000,0.00000000000,+46.6757965,-097.8162554,7407.83965339000,1073051.27365999995
G38063700,38,63700,02585499,3863700,Porcupine,Porcupine CDP,57,U1,N,N,G4210,S,523067.00000000000,0.00000000000,+46.2218380,-101.1001039,2969.89193391000,523066.06207799999
G38065100,38,65100,02584354,3865100,Raleigh,Raleigh CDP,57,U1,N,N,G4210,S,743420.00000000000,0.00000000000,+46.3571430,-101.3053831,3579.74051519000,743421.84918500006
G38066020,38,66020,01036234,3866020,Regent,Regent city,25,C5,N,N,G4110,A,1449860.00000000000,0.00000000000,+46.4221970,-102.5580519,4823.87012633000,1449861.44876999990
G38069340,38,69340,01036249,3869340,Rutland,Rutland city,25,C5,N,N,G4110,A,1002769.00000000000,0.00000000000,+46.0543434,-097.5068013,5098.76871068000,1002768.71091999998
G38071660,38,71660,01036257,3871660,Selfridge,Selfridge city,25,C5,N,N,G4110,A,763127.00000000000,0.00000000000,+46.0416822,-100.9243571,3715.52435003000,763125.21082699997
G38073820,38,73820,01036264,3873820,Solen,Solen city,25,C5,N,N,G4110,A,865547.00000000000,0.00000000000,+46.3873125,-100.7956474,4613.12750189000,865548.46252399997
G38076500,38,76500,01036288,3876500,Strasburg,Strasburg city,25,C5,N,N,G4110,A,759608.00000000000,0.00000000000,+46.1337724,-100.1610573,5000.31064087000,759607.83341500000
G38076620,38,76620,01036289,3876620,Streeter,Streeter city,25,C5,N,N,G4110,A,924797.00000000000,0.00000000000,+46.6576178,-099.3568181,4740.83075801000,924797.03065500001
G38081700,38,81700,01036308,3881700,Venturia,Venturia city,25,C5,N,N,G4110,A,288447.00000000000,0.00000000000,+45.9968560,-099.5483305,3266.92545032000,288444.97322799999
G38087020,38,87020,01036340,3887020,Wishek,Wishek city,25,C5,N,N,G4110,A,3717557.00000000000,24491.00000000000,+46.2556154,-099.5544816,12704.82658090000,3742045.44017999992
G38088180,38,88180,01036346,3888180,Zeeland,Zeeland city,25,C5,N,N,G4110,A,770678.00000000000,0.00000000000,+45.9729435,-099.8324420,3706.75224041000,770676.97373700002
G46000460,46,00460,01267259,4600460,Agar,Agar town,43,C5,N,N,G4110,A,531132.00000000000,0.00000000000,+44.8397350,-100.0734499,3620.28885565000,531133.39372099994
G46000540,46,00540,01267260,4600540,Akaska,Akaska town,43,C5,N,N,G4110,A,1581684.00000000000,0.00000000000,+45.3310264,-100.1208612,5198.92824341000,1581683.29187000007
G46001140,46,01140,01267265,4601140,Altamont,Altamont town,43,C5,N,N,G4110,A,3248247.00000000000,0.00000000000,+44.8407795,-096.6901516,7246.29078211000,3248247.75669000018
G46002180,46,02180,01267267,4602180,Arlington,Arlington city,25,C5,N,N,G4110,A,4449423.00000000000,0.00000000000,+44.3635138,-097.1338225,10001.51183340000,4449420.73288999964
G46002260,46,02260,01267268,4602260,Armour,Armour city,25,C5,N,N,G4110,A,2446057.00000000000,22408.00000000000,+43.3193387,-098.3441493,6265.89725250000,2468466.01294999989
G46002340,46,02340,01267269,4602340,Artas,Artas town,43,C5,N,N,G4110,A,269458.00000000000,0.00000000000,+45.8872257,-099.8067990,2659.75755770000,269457.26826500002
G46002380,46,02380,01267270,4602380,Artesian,Artesian town,43,C5,N,N,G4110,A,1434643.00000000000,0.00000000000,+44.0078949,-097.9237087,4780.60308180000,1434643.93041000003
G46002900,46,02900,01267274,4602900,Avon,Avon city,25,C5,N,N,G4110,A,1678478.00000000000,0.00000000000,+43.0052032,-098.0592617,5753.34069385000,1678476.53811999992
G46003060,46,03060,01267275,4603060,Badger,Badger town,43,C5,N,N,G4110,A,2747225.00000000000,0.00000000000,+44.4855022,-097.2078678,6905.86348097000,2747225.87397000007
G46004620,46,04620,01267282,4604620,Belvidere,Belvidere town,43,C5,N,N,G4110,A,1968053.00000000000,190942.00000000000,+43.8322239,-101.2711180,6744.27925046000,2158994.23185000010
G46004980,46,04980,01267283,4604980,Beresford,Beresford city,25,C5,N,N,G4110,A,4621457.00000000000,0.00000000000,+43.0796464,-096.7802236,12302.66977330000,4621455.84678999986
G46006220,46,06220,01267288,4606220,Bonesteel,Bonesteel city,25,C5,N,N,G4110,A,915795.00000000000,0.00000000000,+43.0775028,-098.9467619,4567.84457565000,915793.49157199997
G46006660,46,06660,01267291,4606660,Bradley,Bradley town,43,C5,N,N,G4110,A,634961.00000000000,0.00000000000,+45.0904075,-097.6419446,3197.67368210000,634960.44649400003
G46006940,46,06940,01267293,4606940,Brandt,Brandt town,43,C5,N,N,G4110,A,3270722.00000000000,0.00000000000,+44.6669330,-096.6251560,7282.79732111000,3270721.18801999977
G46007060,46,07060,01267294,4607060,Brentford,Brentford town,43,C5,N,N,G4110,A,422078.00000000000,0.00000000000,+45.1592036,-098.3225553,2708.17274462000,422075.92263099999
G46007300,46,07300,01267296,4607300,Bristol,Bristol city,25,C5,N,N,G4110,A,1352121.00000000000,25641.00000000000,+45.3437783,-097.7449587,4692.10818129000,1377762.30841000006
G46007420,46,07420,02396603,4607420,Broadland,Broadland town,43,C5,N,N,G4110,A,2607646.00000000000,0.00000000000,+44.4938251,-098.3465563,6493.75686351000,2607646.25199999986
G46007740,46,07740,01267300,4607740,Bruce,Bruce city,25,C5,N,N,G4110,A,958427.00000000000,0.00000000000,+44.4377871,-096.8906417,4067.56647163000,958425.66169099999
G46008060,46,08060,01267301,4608060,Bryant,Bryant city,25,C5,N,N,G4110,A,1356424.00000000000,0.00000000000,+44.5899030,-097.4672807,6161.38664914000,1356422.68631000002
G46008700,46,08700,01267304,4608700,Burke,Burke city,25,C5,N,N,G4110,A,1448203.00000000000,0.00000000000,+43.1828207,-099.2923039,7139.07102691000,1448206.00197999994
G46008820,46,08820,01267305,4608820,Bushnell,Bushnell town,43,C5,N,N,G4110,A,1842282.00000000000,0.00000000000,+44.3274156,-096.6423726,5457.71098012000,1842284.88605000009
G46008860,46,08860,01267306,4608860,Butler,Butler town,43,C5,N,N,G4110,A,752726.00000000000,0.00000000000,+45.2619916,-097.7116099,5205.70203065000,752723.45226199995
G46009300,46,09300,01267308,4609300,Canistota,Canistota city,25,C5,N,N,G4110,A,1452100.00000000000,0.00000000000,+43.5977567,-097.2925823,4820.42049739000,1452097.14216000005
G46009420,46,09420,01267309,4609420,Canova,Canova town,43,C5,N,N,G4110,A,814035.00000000000,0.00000000000,+43.8812573,-097.5039576,3629.00716324000,814033.94499800005
G46009780,46,09780,02628841,4609780,Caputa,Caputa CDP,57,U1,N,N,G4210,S,759254.00000000000,0.00000000000,+43.9960346,-102.9846195,3893.27295033000,759253.25926600001
G46010220,46,10220,01267311,4610220,Carthage,Carthage city,25,C5,N,N,G4110,A,3781326.00000000000,80136.00000000000,+44.1647996,-097.7202803,8025.73427131000,3861462.87283999985
G46010500,46,10500,01267313,4610500,Castlewood,Castlewood city,25,C5,N,N,G4110,A,2979304.00000000000,0.00000000000,+44.7241577,-097.0309205,9214.14252044000,2979301.54319000011
G46011060,46,11060,01267316,4611060,Centerville,Centerville city,25,C5,N,N,G4110,A,1863587.00000000000,0.00000000000,+43.1165346,-096.9594769,6310.48880914000,1863587.92403999995
G46011500,46,11500,01267327,4611500,Chelsea,Chelsea town,43,C5,N,N,G4110,A,820746.00000000000,0.00000000000,+45.1675571,-098.7433756,3653.98031561000,820746.35304700001
G46012180,46,12180,01267330,4612180,Clark,Clark city,25,C5,N,N,G4110,A,3505231.00000000000,0.00000000000,+44.8809106,-097.7348391,12154.74886950000,3505229.64244000008
G46012540,46,12540,01267331,4612540,Clear Lake,Clear Lake city,25,C5,N,N,G4110,A,7846507.00000000000,463282.00000000000,+44.7562899,-096.6902393,21528.65302320000,8309785.26357000042
G46013220,46,13220,01267332,4613220,Colman,Colman city,25,C5,N,N,G4110,A,4879048.00000000000,2880.00000000000,+43.9834734,-096.8147449,13747.11289580000,4881930.62822000030
G46013300,46,13300,01267333,4613300,Colome,Colome city,25,C5,N,N,G4110,A,739262.00000000000,0.00000000000,+43.2598866,-099.7173234,4908.20867406000,739266.94793699996
G46013420,46,13420,01267335,4613420,Columbia,Columbia city,25,C5,N,N,G4110,A,3928013.00000000000,0.00000000000,+45.6148240,-098.3106397,8247.02698985000,3928010.00876000011
G46013700,46,13700,01267336,4613700,Conde,Conde city,25,C5,N,N,G4110,A,1458378.00000000000,0.00000000000,+45.1573007,-098.0954559,5477.80370937000,1458378.70990999998
G46013980,46,13980,01267338,4613980,Corsica,Corsica city,25,C5,N,N,G4110,A,2167283.00000000000,12813.00000000000,+43.4221832,-098.4074501,10375.26003220000,2180099.21749999980
G46014580,46,14580,01267340,4614580,Cresbard,Cresbard town,43,C5,N,N,G4110,A,1074044.00000000000,7889.00000000000,+45.1694104,-098.9476580,4630.26533820000,1081933.38167000003
G46014660,46,14660,02628842,4614660,Crocker,Crocker CDP,57,U1,N,N,G4210,S,9395164.00000000000,798285.00000000000,+45.1140635,-097.7708138,14927.83407860000,10193447.07789999992
G46015300,46,15300,01267346,4615300,Dallas,Dallas town,43,C5,N,N,G4110,A,1311957.00000000000,0.00000000000,+43.2378339,-099.5175113,5677.02784985000,1311957.82440999988
